payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
CARD,INSUFFICIENT_FUNDS,29124,2,0,0.11,14,0,1,0.28643447888659
NETBANKING,INSUFFICIENT_FUNDS,24697,3,3,0.25,14,0,0,0.03975068539800632
NETBANKING,FRAUD_SUSPECTED,32237,3,1,0.3,15,1,0,0.01
CARD,EXPIRED_CARD,13287,2,0,0.2,23,0,1,0.05705460487882302
CARD,INVALID_ACCOUNT,42947,4,5,0.48,22,0,1,0.01174841654904663
NETBANKING,INVALID_CARD,35083,1,0,0.43,10,0,0,0.01
NETBANKING,GATEWAY_TIMEOUT,27783,4,1,0.16,15,0,0,0.5803550623713278
NETBANKING,BANK_TIMEOUT,20144,1,0,0.39,12,0,1,0.7918396431710286
CARD,BANK_TIMEOUT,2779,1,0,0.46,21,0,0,0.7490744690072797
NETBANKING,INVALID_ACCOUNT,21086,3,3,0.23,22,0,1,0.0328464115382335
CARD,INSUFFICIENT_FUNDS,26437,2,4,0.32,1,1,0,0.01
NETBANKING,INVALID_ACCOUNT,20937,4,3,0.04,7,0,0,0.01
UPI,FRAUD_SUSPECTED,19354,2,5,0.28,8,0,1,0.02302587171477375
UPI,NETWORK_ERROR,38302,1,1,0.38,19,1,0,0.6797823492093434
UPI,ACCOUNT_BLOCKED,18626,1,1,0.16,14,0,0,0.08003326422840355
UPI,INSUFFICIENT_FUNDS,36657,4,5,0.22,14,1,1,0.01
NETBANKING,INVALID_CARD,10934,3,0,0.45,9,0,0,0.016417502173702463
CARD,INVALID_ACCOUNT,14378,4,2,0.15,22,0,0,0.012804742082893684
NETBANKING,INSUFFICIENT_FUNDS,26803,2,1,0.35,18,0,1,0.22556439668575184
UPI,INVALID_CARD,49390,4,1,0.26,0,1,0,0.01
CARD,INVALID_ACCOUNT,5332,3,0,0.12,3,0,1,0.038935478072584705
UPI,FRAUD_SUSPECTED,28786,4,3,0.42,15,0,0,0.05875383057023988
NETBANKING,INVALID_ACCOUNT,36319,2,0,0.44,1,0,1,0.01
CARD,CARD_DECLINED,2295,3,4,0.32,5,0,0,0.018921419872079546
UPI,INVALID_CARD,28798,4,4,0.25,19,0,1,0.03596227869175287
CARD,GATEWAY_TIMEOUT,24872,3,2,0.38,14,0,0,0.6143428598082626
CARD,ACCOUNT_BLOCKED,27245,4,2,0.35,3,1,1,0.01
CARD,GATEWAY_TIMEOUT,23394,4,5,0.16,9,0,1,0.46794959294818395
CARD,ACCOUNT_BLOCKED,37681,1,5,0.07,16,1,0,0.036189756337919675
UPI,NETWORK_ERROR,20722,4,3,0.45,7,1,0,0.4369766979366146
CARD,CARD_DECLINED,48336,4,3,0.5,20,1,0,0.02610187546440052
NETBANKING,BANK_TIMEOUT,39979,2,4,0.37,2,0,1,0.60639179122717
NETBANKING,BANK_TIMEOUT,11731,4,2,0.26,13,0,0,0.6061739880931416
CARD,FRAUD_SUSPECTED,24795,2,5,0.13,6,0,0,0.01
CARD,GATEWAY_TIMEOUT,18377,3,3,0.04,2,1,1,0.6482467366386272
NETBANKING,GATEWAY_TIMEOUT,26473,2,4,0.28,20,0,0,0.6181514281253095
NETBANKING,GATEWAY_TIMEOUT,30507,1,3,0.06,16,1,0,0.6655256526542254
NETBANKING,INVALID_ACCOUNT,41514,4,4,0.47,23,1,1,0.01
UPI,INSUFFICIENT_FUNDS,41557,4,0,0.11,17,1,1,0.12595838135500723
CARD,GATEWAY_TIMEOUT,27180,1,4,0.5,6,0,0,0.5678853099971294
NETBANKING,CARD_DECLINED,6016,2,5,0.12,16,0,1,0.10654297991731576
UPI,ACCOUNT_BLOCKED,16530,1,4,0.19,10,1,1,0.01
NETBANKING,ACCOUNT_BLOCKED,10860,3,4,0.45,7,0,1,0.036582259687483444
UPI,INSUFFICIENT_FUNDS,22851,4,1,0.02,5,0,1,0.1354843443861484
CARD,CARD_DECLINED,40232,1,2,0.49,18,1,1,0.1753028838189406
CARD,INVALID_ACCOUNT,38387,4,5,0.08,6,0,1,0.01
CARD,GATEWAY_TIMEOUT,35482,4,4,0.16,9,0,1,0.527825394948275
UPI,INVALID_ACCOUNT,35375,2,1,0.02,5,1,1,0.01
NETBANKING,CARD_DECLINED,25990,4,5,0.11,6,0,1,0.01
UPI,INVALID_ACCOUNT,19335,4,0,0.06,5,1,0,0.01141495151034575
UPI,INSUFFICIENT_FUNDS,13697,4,2,0.31,16,1,1,0.05712876967412467
UPI,NETWORK_ERROR,28484,2,2,0.43,22,0,0,0.5898738031855113
UPI,BANK_TIMEOUT,46848,1,3,0.21,12,1,0,0.6774732566414309
UPI,INVALID_ACCOUNT,18064,3,2,0.16,9,0,1,0.01
CARD,GATEWAY_TIMEOUT,10771,3,0,0.38,3,0,1,0.7147048702739102
UPI,BANK_TIMEOUT,25177,4,5,0.03,21,0,0,0.5036305063586428
UPI,CARD_DECLINED,27549,1,5,0.06,8,1,0,0.08511123608746475
NETBANKING,ACCOUNT_BLOCKED,7043,4,1,0.45,8,0,0,0.01
NETBANKING,EXPIRED_CARD,35862,3,2,0.49,7,0,0,0.01
UPI,GATEWAY_TIMEOUT,44880,3,1,0.45,16,0,1,0.6216076756585656
CARD,BANK_TIMEOUT,30306,1,0,0.32,0,1,0,0.7196544935970081
CARD,BANK_TIMEOUT,11171,2,5,0.33,11,0,1,0.6103721106085975
UPI,CARD_DECLINED,35547,3,1,0.47,21,0,0,0.09296159804162335
UPI,CARD_DECLINED,29924,3,2,0.14,2,0,0,0.07527067932020348
NETBANKING,GATEWAY_TIMEOUT,10363,1,1,0.26,21,0,1,0.8226138390403803
UPI,BANK_TIMEOUT,33458,3,1,0.06,14,1,0,0.5660198204906205
UPI,INVALID_CARD,39898,4,1,0.17,1,1,0,0.01
UPI,GATEWAY_TIMEOUT,18355,1,1,0.44,9,0,0,0.7007064857321499
NETBANKING,GATEWAY_TIMEOUT,24045,1,5,0.38,15,1,1,0.6334083815753159
UPI,INVALID_ACCOUNT,15196,3,2,0.03,21,0,1,0.024235850716370806
CARD,CARD_DECLINED,13894,3,1,0.42,17,1,0,0.06710773159918526
UPI,INVALID_ACCOUNT,27027,3,0,0.15,13,0,0,0.01907830942336434
UPI,INVALID_ACCOUNT,21027,1,2,0.49,8,1,0,0.01
UPI,FRAUD_SUSPECTED,7827,2,1,0.24,5,0,0,0.021428900101770294
CARD,CARD_DECLINED,19035,3,3,0.29,7,0,0,0.07816655248766702
CARD,CARD_DECLINED,46909,1,0,0.11,8,1,1,0.28178733050793486
NETBANKING,CARD_DECLINED,34831,4,2,0.34,15,0,1,0.05537713994140399
CARD,ACCOUNT_BLOCKED,24896,4,3,0.47,14,0,0,0.01
NETBANKING,BANK_TIMEOUT,19248,4,2,0.06,0,0,0,0.5532960608276399
NETBANKING,ACCOUNT_BLOCKED,13908,2,2,0.42,4,1,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,24021,1,3,0.02,12,1,1,0.24542734763112434
CARD,GATEWAY_TIMEOUT,45315,4,3,0.28,17,0,0,0.5186439389739672
UPI,INVALID_CARD,12964,4,3,0.27,14,1,0,0.01
NETBANKING,INVALID_ACCOUNT,4494,2,2,0.13,12,1,0,0.02098141508546776
NETBANKING,INSUFFICIENT_FUNDS,49636,2,0,0.11,19,1,0,0.18894155881307642
UPI,INVALID_CARD,2837,3,1,0.1,17,1,0,0.01
UPI,NETWORK_ERROR,5610,3,4,0.41,15,1,1,0.6068274414904737
CARD,EXPIRED_CARD,13318,4,3,0.03,18,0,1,0.01
UPI,ACCOUNT_BLOCKED,20418,3,3,0.49,10,1,1,0.01
CARD,NETWORK_ERROR,2152,2,5,0.13,10,1,0,0.5978523678012319
CARD,INVALID_ACCOUNT,47895,1,0,0.26,23,0,1,0.12503579961471661
NETBANKING,EXPIRED_CARD,20663,4,4,0.32,6,0,1,0.04554870613918426
UPI,NETWORK_ERROR,44972,4,5,0.23,2,1,0,0.4057205543520112
NETBANKING,EXPIRED_CARD,11964,2,3,0.13,2,0,0,0.01
CARD,EXPIRED_CARD,36533,4,3,0.47,3,0,1,0.01
CARD,GATEWAY_TIMEOUT,36093,1,4,0.48,18,0,0,0.6369496181983828
NETBANKING,ACCOUNT_BLOCKED,42130,3,5,0.09,18,0,1,0.01
NETBANKING,CARD_DECLINED,6648,3,5,0.5,10,1,0,0.01
UPI,BANK_TIMEOUT,46378,3,1,0.23,13,0,0,0.6199612297720201
CARD,ACCOUNT_BLOCKED,26547,4,0,0.25,3,1,1,0.01
NETBANKING,NETWORK_ERROR,17859,3,0,0.01,23,1,0,0.6974343856905123
CARD,INVALID_CARD,3058,2,1,0.39,3,0,1,0.012234858161949608
UPI,EXPIRED_CARD,39897,4,1,0.3,16,0,0,0.033297645570200755
NETBANKING,FRAUD_SUSPECTED,49196,3,1,0.23,6,1,1,0.05948893754831728
NETBANKING,EXPIRED_CARD,37830,2,2,0.07,20,1,0,0.041244779684430084
CARD,FRAUD_SUSPECTED,18178,4,5,0.47,16,1,0,0.05547496413202956
CARD,NETWORK_ERROR,4021,3,1,0.49,23,0,1,0.685755940969249
NETBANKING,BANK_TIMEOUT,28291,4,3,0.07,10,0,1,0.523202248072513
NETBANKING,NETWORK_ERROR,31260,3,1,0.35,8,0,0,0.5900194270737623
UPI,BANK_TIMEOUT,19335,1,1,0.45,13,1,1,0.7414848222971876
UPI,EXPIRED_CARD,139,4,0,0.5,14,1,0,0.01
UPI,FRAUD_SUSPECTED,707,4,2,0.1,22,1,0,0.0169469844704122
NETBANKING,BANK_TIMEOUT,45159,3,1,0.26,20,0,1,0.7048447181577159
CARD,EXPIRED_CARD,26159,2,1,0.43,14,0,0,0.033824256917641134
CARD,INSUFFICIENT_FUNDS,4809,4,5,0.49,7,0,1,0.011027509800330263
CARD,CARD_DECLINED,31720,2,2,0.22,9,1,1,0.20688293586025386
NETBANKING,GATEWAY_TIMEOUT,42919,1,5,0.11,19,0,1,0.6783704701274986
UPI,FRAUD_SUSPECTED,46632,3,0,0.33,5,1,0,0.01
UPI,ACCOUNT_BLOCKED,30984,2,0,0.43,4,0,1,0.015387798100004048
CARD,INVALID_CARD,21266,3,5,0.01,7,0,1,0.01
NETBANKING,NETWORK_ERROR,45425,4,4,0.15,10,0,0,0.529504757200418
NETBANKING,INVALID_CARD,4902,4,4,0.34,11,0,0,0.057599771594268205
NETBANKING,BANK_TIMEOUT,21918,4,1,0.1,7,1,1,0.6357257668360488
NETBANKING,INVALID_ACCOUNT,25321,3,2,0.17,11,0,1,0.01
UPI,BANK_TIMEOUT,28966,1,5,0.18,11,1,0,0.5584170111447719
UPI,ACCOUNT_BLOCKED,24576,1,4,0.21,15,1,1,0.01
UPI,FRAUD_SUSPECTED,44247,4,5,0.09,10,1,0,0.04742560252485276
UPI,FRAUD_SUSPECTED,28338,1,0,0.2,5,1,1,0.01
UPI,EXPIRED_CARD,49996,4,5,0.48,2,0,1,0.04774946445299821
CARD,ACCOUNT_BLOCKED,22026,2,0,0.42,5,1,0,0.01
CARD,FRAUD_SUSPECTED,34831,1,5,0.04,15,1,0,0.01
CARD,INVALID_CARD,5944,4,2,0.34,2,1,0,0.053850841894680694
CARD,FRAUD_SUSPECTED,16370,2,1,0.07,21,1,1,0.01
NETBANKING,INVALID_ACCOUNT,6311,1,0,0.14,22,0,0,0.09428588509599958
CARD,NETWORK_ERROR,40432,3,0,0.39,17,1,0,0.595743726229708
CARD,INVALID_ACCOUNT,43748,1,1,0.45,16,0,1,0.07040760779824314
NETBANKING,INSUFFICIENT_FUNDS,643,1,4,0.43,10,0,1,0.22227636949299606
NETBANKING,BANK_TIMEOUT,35915,1,2,0.02,6,1,0,0.6619916259005435
UPI,INVALID_ACCOUNT,48667,1,5,0.36,1,1,1,0.05809283982878314
NETBANKING,INSUFFICIENT_FUNDS,22465,4,4,0.3,20,0,0,0.037789337363774815
UPI,NETWORK_ERROR,27030,4,4,0.16,0,0,0,0.450076329285346
CARD,INVALID_CARD,29461,4,2,0.08,3,0,1,0.016598201784257166
UPI,INVALID_CARD,10500,1,3,0.41,8,1,1,0.01988182878110683
UPI,INVALID_CARD,394,2,0,0.13,2,1,1,0.04394441945646185
NETBANKING,FRAUD_SUSPECTED,32568,1,3,0.2,15,0,0,0.01
NETBANKING,ACCOUNT_BLOCKED,22733,1,2,0.13,16,1,1,0.031924527034481606
CARD,CARD_DECLINED,23149,1,4,0.2,23,1,0,0.12943068063831886
UPI,GATEWAY_TIMEOUT,14918,1,3,0.5,8,1,1,0.6554673146411965
UPI,INVALID_CARD,6570,2,5,0.43,11,1,1,0.01
NETBANKING,INVALID_CARD,7870,1,5,0.17,16,0,0,0.01
UPI,INVALID_ACCOUNT,14468,3,2,0.32,8,0,1,0.011495817698836818
CARD,ACCOUNT_BLOCKED,35864,1,4,0.09,13,1,1,0.01
UPI,GATEWAY_TIMEOUT,24378,4,1,0.48,13,0,0,0.5159992681252346
NETBANKING,INSUFFICIENT_FUNDS,5533,2,3,0.18,8,0,0,0.15330219678545737
NETBANKING,FRAUD_SUSPECTED,22330,4,4,0.41,1,0,0,0.04940170222067972
UPI,NETWORK_ERROR,29876,4,0,0.34,0,1,0,0.5624028399409358
CARD,BANK_TIMEOUT,8850,4,5,0.38,9,1,1,0.4543209826476462
CARD,INSUFFICIENT_FUNDS,18291,1,5,0.15,7,0,0,0.1592984184749144
UPI,INSUFFICIENT_FUNDS,48331,1,4,0.22,21,1,1,0.18367450610780606
NETBANKING,BANK_TIMEOUT,27923,4,5,0.25,23,1,1,0.4632070353969183
NETBANKING,GATEWAY_TIMEOUT,49327,1,5,0.46,2,0,1,0.5741536805564942
UPI,INVALID_ACCOUNT,16505,2,5,0.24,17,0,1,0.01
UPI,INVALID_ACCOUNT,29392,4,5,0.24,19,1,0,0.01
NETBANKING,CARD_DECLINED,9436,2,2,0.11,7,0,0,0.15536776948582284
CARD,EXPIRED_CARD,31353,4,1,0.23,8,1,1,0.027445279910472763
UPI,GATEWAY_TIMEOUT,7089,3,1,0.06,9,1,1,0.7335280765256624
UPI,INVALID_CARD,12525,2,4,0.42,22,1,1,0.01
UPI,CARD_DECLINED,30385,3,5,0.32,18,0,1,0.05433868925494592
NETBANKING,CARD_DECLINED,29399,4,0,0.44,18,0,0,0.07862245188678277
UPI,GATEWAY_TIMEOUT,42384,1,1,0.5,10,1,1,0.6681213808448419
CARD,EXPIRED_CARD,38900,3,3,0.38,14,1,0,0.011981747890758626
NETBANKING,INVALID_ACCOUNT,28576,2,5,0.21,2,0,1,0.021840022145693534
CARD,FRAUD_SUSPECTED,38489,2,5,0.49,3,1,1,0.01
NETBANKING,FRAUD_SUSPECTED,41411,1,0,0.31,14,0,1,0.03774157128553636
CARD,GATEWAY_TIMEOUT,26381,2,4,0.46,18,1,1,0.5532059717817531
NETBANKING,ACCOUNT_BLOCKED,32439,4,4,0.05,15,0,0,0.01
NETBANKING,NETWORK_ERROR,1623,1,0,0.37,5,1,1,0.7926150599850035
CARD,GATEWAY_TIMEOUT,21054,1,2,0.25,18,1,0,0.6303358117245441
NETBANKING,BANK_TIMEOUT,37131,4,3,0.06,22,0,0,0.4741564902910387
CARD,FRAUD_SUSPECTED,33840,4,1,0.14,21,0,1,0.045780810321411076
NETBANKING,CARD_DECLINED,47331,4,3,0.18,21,0,1,0.09361122762879305
UPI,BANK_TIMEOUT,22731,1,3,0.07,14,0,1,0.6793945935517859
NETBANKING,INSUFFICIENT_FUNDS,16878,2,1,0.17,13,1,1,0.24055132186971268
NETBANKING,EXPIRED_CARD,32717,4,1,0.13,23,0,1,0.039916609699261786
CARD,INVALID_ACCOUNT,31695,3,0,0.11,2,0,1,0.030885937397968626
NETBANKING,EXPIRED_CARD,39373,1,2,0.01,15,0,0,0.04674513884634126
UPI,INVALID_CARD,5692,1,3,0.42,12,1,1,0.02042477172832599
CARD,CARD_DECLINED,31201,2,5,0.05,3,0,1,0.14180465223659822
CARD,INVALID_CARD,27834,2,5,0.03,4,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,46966,2,2,0.17,14,1,1,0.01
NETBANKING,BANK_TIMEOUT,31200,1,5,0.04,15,0,0,0.6312458612586462
CARD,EXPIRED_CARD,25397,3,5,0.21,21,0,0,0.027986465527771044
UPI,CARD_DECLINED,40037,2,5,0.21,7,0,1,0.06660547076212851
CARD,FRAUD_SUSPECTED,25951,3,2,0.12,1,1,0,0.022954724285867555
CARD,INVALID_CARD,26373,2,0,0.04,12,0,1,0.030509311848138612
UPI,BANK_TIMEOUT,23607,1,3,0.14,14,1,0,0.6731095033738463
NETBANKING,NETWORK_ERROR,6024,2,5,0.33,6,1,0,0.5474352037724971
CARD,GATEWAY_TIMEOUT,31736,2,4,0.17,23,1,1,0.5990810888326267
NETBANKING,BANK_TIMEOUT,22030,3,2,0.26,18,0,1,0.5929171759677614
UPI,ACCOUNT_BLOCKED,39759,4,4,0.39,3,1,1,0.030380313358525167
UPI,EXPIRED_CARD,720,1,5,0.07,7,0,0,0.01
UPI,INVALID_CARD,33478,2,3,0.41,13,0,0,0.01
CARD,INVALID_ACCOUNT,35210,3,0,0.19,15,0,0,0.034184959834462535
UPI,INVALID_ACCOUNT,17526,2,5,0.32,11,0,1,0.0396497042579026
UPI,EXPIRED_CARD,28656,3,2,0.28,5,0,0,0.029272065437288185
CARD,GATEWAY_TIMEOUT,45372,3,4,0.25,0,1,0,0.44557420341956233
NETBANKING,GATEWAY_TIMEOUT,9788,2,4,0.46,7,1,0,0.5583167850776476
CARD,INVALID_ACCOUNT,40238,4,0,0.19,6,1,1,0.01
UPI,INVALID_CARD,34588,3,5,0.25,13,1,1,0.01
CARD,GATEWAY_TIMEOUT,34173,2,0,0.38,3,1,0,0.6546335370140752
UPI,INVALID_ACCOUNT,31569,3,3,0.37,11,0,1,0.014293659412201056
NETBANKING,BANK_TIMEOUT,21075,1,0,0.01,20,1,1,0.7984540756134857
CARD,CARD_DECLINED,32838,4,0,0.3,14,1,1,0.07938614311074917
CARD,CARD_DECLINED,25571,3,1,0.47,7,1,1,0.10726858222223973
NETBANKING,ACCOUNT_BLOCKED,26866,2,1,0.48,18,0,0,0.03932137464382431
NETBANKING,INVALID_CARD,11258,1,4,0.46,11,0,0,0.01
CARD,INSUFFICIENT_FUNDS,36106,4,1,0.15,10,0,1,0.17136302379115617
UPI,ACCOUNT_BLOCKED,19091,1,2,0.46,0,1,1,0.01
CARD,BANK_TIMEOUT,41015,4,5,0.29,5,0,1,0.47654028194358594
NETBANKING,EXPIRED_CARD,29649,2,3,0.2,18,1,0,0.020649826047308646
UPI,EXPIRED_CARD,49342,3,3,0.49,7,1,1,0.01
NETBANKING,EXPIRED_CARD,42406,3,4,0.23,9,1,1,0.01
UPI,NETWORK_ERROR,41502,3,2,0.14,23,1,0,0.6078818983697449
UPI,ACCOUNT_BLOCKED,21080,2,2,0.24,15,1,1,0.01
CARD,GATEWAY_TIMEOUT,5300,2,1,0.26,16,1,1,0.7009190621253014
UPI,ACCOUNT_BLOCKED,5433,4,2,0.19,18,0,0,0.03304713963523439
NETBANKING,BANK_TIMEOUT,41993,1,0,0.17,0,1,1,0.7580679976786961
UPI,EXPIRED_CARD,15180,4,2,0.28,9,0,1,0.0329356971139275
UPI,ACCOUNT_BLOCKED,14787,3,2,0.46,9,1,0,0.04597289074786599
NETBANKING,EXPIRED_CARD,6859,2,1,0.31,7,0,1,0.022623472777564442
UPI,FRAUD_SUSPECTED,12863,3,4,0.47,10,0,1,0.059753224708551524
UPI,INVALID_ACCOUNT,12283,1,4,0.21,0,1,1,0.036390713177029736
CARD,EXPIRED_CARD,33146,2,5,0.4,6,1,1,0.01
NETBANKING,EXPIRED_CARD,29961,2,4,0.32,16,0,1,0.044554365564004085
CARD,BANK_TIMEOUT,37404,4,5,0.29,15,1,1,0.5086082138800138
UPI,CARD_DECLINED,18282,3,5,0.03,22,0,1,0.062707804221775
NETBANKING,BANK_TIMEOUT,45075,1,0,0.47,19,0,0,0.7419736067873033
UPI,INVALID_CARD,23410,2,3,0.26,11,1,1,0.01
CARD,ACCOUNT_BLOCKED,20041,1,5,0.18,15,0,0,0.01
CARD,INSUFFICIENT_FUNDS,38376,4,1,0.15,20,1,0,0.06666777989213961
NETBANKING,INVALID_ACCOUNT,30269,1,4,0.34,9,0,1,0.01
CARD,INSUFFICIENT_FUNDS,45364,1,2,0.11,12,1,1,0.18319351804061132
NETBANKING,INSUFFICIENT_FUNDS,40680,3,0,0.39,23,0,1,0.13920712357573523
UPI,BANK_TIMEOUT,26887,4,3,0.1,4,0,1,0.558812663069002
UPI,INVALID_ACCOUNT,29584,1,1,0.25,16,1,0,0.01
NETBANKING,GATEWAY_TIMEOUT,7416,3,5,0.29,9,0,0,0.5183133825536258
CARD,INSUFFICIENT_FUNDS,265,4,5,0.1,1,1,0,0.01
NETBANKING,CARD_DECLINED,44891,2,3,0.39,16,0,1,0.1353045438542092
UPI,INVALID_ACCOUNT,25964,4,2,0.34,1,1,1,0.01
CARD,ACCOUNT_BLOCKED,23412,4,1,0.37,10,1,0,0.04108838647827907
CARD,EXPIRED_CARD,31648,2,2,0.49,9,0,0,0.01
NETBANKING,INVALID_ACCOUNT,42763,1,0,0.32,10,1,1,0.023124865033649092
CARD,EXPIRED_CARD,33120,3,2,0.39,20,0,0,0.012639489636778944
UPI,CARD_DECLINED,7580,1,2,0.05,1,1,1,0.2629853588675672
UPI,INVALID_CARD,24936,1,4,0.34,13,0,0,0.01
CARD,INVALID_CARD,28721,1,1,0.33,0,1,1,0.04335650668621424
CARD,BANK_TIMEOUT,2858,1,2,0.17,9,0,0,0.6860123076038012
CARD,BANK_TIMEOUT,26716,1,5,0.2,19,1,0,0.5532033555486013
NETBANKING,FRAUD_SUSPECTED,48537,1,5,0.12,20,1,0,0.01624225528354531
CARD,CARD_DECLINED,32031,2,1,0.16,10,0,1,0.1778381483584475
NETBANKING,INSUFFICIENT_FUNDS,15547,3,0,0.39,9,0,1,0.1882146945051132
NETBANKING,ACCOUNT_BLOCKED,41431,4,3,0.35,21,0,0,0.032963119324197064
CARD,FRAUD_SUSPECTED,13975,1,2,0.35,23,1,1,0.023196633134571286
CARD,NETWORK_ERROR,19865,1,5,0.29,3,1,0,0.5974628910866003
NETBANKING,EXPIRED_CARD,13912,1,3,0.41,18,0,1,0.06596331650486992
NETBANKING,INVALID_ACCOUNT,6827,2,0,0.12,20,1,1,0.06827381875260315
NETBANKING,GATEWAY_TIMEOUT,36113,1,2,0.04,12,1,1,0.7021109046097697
CARD,INVALID_CARD,10157,3,3,0.12,4,1,0,0.01
UPI,EXPIRED_CARD,26473,4,3,0.09,5,1,1,0.039178020168547524
NETBANKING,ACCOUNT_BLOCKED,20355,4,2,0.19,17,0,1,0.01
UPI,INSUFFICIENT_FUNDS,5968,3,3,0.06,13,0,1,0.12124896533985029
UPI,CARD_DECLINED,16646,4,0,0.45,10,0,1,0.13124923047874956
UPI,FRAUD_SUSPECTED,12247,4,2,0.15,11,0,1,0.03385404154365453
CARD,FRAUD_SUSPECTED,16939,1,5,0.34,18,0,0,0.053202675678054874
CARD,INVALID_ACCOUNT,3018,3,4,0.26,13,0,0,0.02029404043357872
NETBANKING,INSUFFICIENT_FUNDS,29213,2,4,0.2,10,0,1,0.16989543033660892
CARD,INVALID_CARD,259,4,2,0.33,3,1,1,0.01
CARD,BANK_TIMEOUT,11264,4,5,0.07,11,0,1,0.5084922472875938
CARD,FRAUD_SUSPECTED,25356,1,4,0.11,13,0,0,0.01
CARD,NETWORK_ERROR,45184,3,2,0.05,0,1,1,0.667973317304644
NETBANKING,FRAUD_SUSPECTED,9364,4,2,0.01,12,0,1,0.024723090735684718
NETBANKING,GATEWAY_TIMEOUT,45786,1,3,0.09,2,0,1,0.6898147360127584
CARD,BANK_TIMEOUT,45468,2,5,0.31,15,0,0,0.5041446159233969
CARD,GATEWAY_TIMEOUT,29676,2,1,0.09,13,0,1,0.7257156793742552
NETBANKING,INVALID_CARD,28868,3,3,0.44,10,0,1,0.03623162968814634
NETBANKING,EXPIRED_CARD,42053,4,2,0.3,4,1,1,0.02070970193339501
UPI,NETWORK_ERROR,13289,4,3,0.18,15,0,1,0.5828869508688403
CARD,ACCOUNT_BLOCKED,399,3,1,0.21,13,1,0,0.03632564841711935
UPI,INSUFFICIENT_FUNDS,5057,4,0,0.45,22,0,0,0.10336634133024845
NETBANKING,BANK_TIMEOUT,22483,2,2,0.03,6,0,0,0.6269705586595901
NETBANKING,FRAUD_SUSPECTED,43664,1,4,0.02,12,1,1,0.014055088622722428
UPI,GATEWAY_TIMEOUT,16453,4,1,0.27,3,0,1,0.6885036120071616
UPI,NETWORK_ERROR,23274,3,5,0.45,18,1,0,0.4309479475652331
UPI,CARD_DECLINED,5774,3,4,0.4,0,1,1,0.011231212541541469
CARD,GATEWAY_TIMEOUT,15545,4,2,0.04,12,0,0,0.5770397975987562
NETBANKING,GATEWAY_TIMEOUT,9507,3,3,0.28,19,0,0,0.6253100118664143
CARD,NETWORK_ERROR,41933,2,3,0.48,3,0,1,0.5863112076487155
CARD,GATEWAY_TIMEOUT,4363,1,4,0.15,2,1,1,0.7194351944428308
NETBANKING,EXPIRED_CARD,42803,1,3,0.08,19,0,0,0.016433118133866935
NETBANKING,EXPIRED_CARD,42211,3,1,0.43,13,1,1,0.05327785922152487
UPI,INVALID_ACCOUNT,14152,4,4,0.06,12,0,0,0.01
CARD,INSUFFICIENT_FUNDS,30970,2,0,0.27,14,0,1,0.2684427970928573
NETBANKING,BANK_TIMEOUT,12880,1,4,0.45,4,0,0,0.6191289191287153
NETBANKING,INVALID_CARD,11705,4,0,0.25,20,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,42913,4,4,0.27,17,0,0,0.01
CARD,INSUFFICIENT_FUNDS,35027,1,2,0.47,4,0,0,0.12651839942849938
CARD,GATEWAY_TIMEOUT,21594,3,0,0.06,18,0,1,0.7129302886805355
CARD,CARD_DECLINED,15482,1,4,0.27,9,1,1,0.16845217569625243
UPI,BANK_TIMEOUT,31265,2,5,0.49,13,0,1,0.5621090962491855
NETBANKING,INVALID_ACCOUNT,15971,4,2,0.19,20,1,0,0.01
CARD,INVALID_ACCOUNT,16091,4,2,0.03,23,1,1,0.05693062829326743
NETBANKING,ACCOUNT_BLOCKED,3652,2,0,0.23,4,0,0,0.056359997233019224
CARD,ACCOUNT_BLOCKED,46408,1,2,0.1,7,0,1,0.06733296023355113
NETBANKING,INVALID_CARD,17443,1,0,0.03,9,1,0,0.02606351125736219
NETBANKING,INSUFFICIENT_FUNDS,13783,3,1,0.01,13,0,0,0.19994523397963854
CARD,BANK_TIMEOUT,45095,2,0,0.49,23,1,0,0.667053291847057
CARD,INSUFFICIENT_FUNDS,15245,1,3,0.06,1,0,0,0.16454037809953212
UPI,EXPIRED_CARD,5717,4,0,0.31,18,1,1,0.01
NETBANKING,CARD_DECLINED,3127,3,0,0.31,20,1,0,0.14440796225786415
NETBANKING,BANK_TIMEOUT,472,3,3,0.39,7,1,0,0.5712569079527228
UPI,FRAUD_SUSPECTED,39297,3,0,0.24,13,0,1,0.01
UPI,INSUFFICIENT_FUNDS,42839,1,1,0.36,16,1,1,0.27342476011649874
UPI,INVALID_CARD,27245,3,5,0.22,5,1,0,0.05668618529533561
CARD,EXPIRED_CARD,28955,4,2,0.05,9,0,1,0.01
CARD,FRAUD_SUSPECTED,12659,2,1,0.36,21,1,1,0.01
UPI,FRAUD_SUSPECTED,34632,4,4,0.32,16,0,1,0.041567181444686914
NETBANKING,INSUFFICIENT_FUNDS,6564,4,0,0.17,3,0,0,0.10880582586115738
NETBANKING,CARD_DECLINED,7702,2,2,0.35,16,1,1,0.21368362255793333
